"","cpid","livelihood.strategies","livelihood.category","incomeid","variable","value"
"522","KHANDWA","local unskilled labor (NREGA labor,labor for collecting tendu leaves)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v2",1
"523","KHANDWA","migration for agriculture labor( wheat,soyabean and sugarcane harvesting)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"v2",1
"525","KHANDWA","migration for unskilled labor(construction site,Labor in private Company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v2",1
"526","MAHBUBNAGAR","rice ","AGRICULTURE",101,"v2",1
"527","MAHBUBNAGAR","sorghum","AGRICULTURE",102,"v2",1
"528","MAHBUBNAGAR","cotton","AGRICULTURE",103,"v2",1
"529","MAHBUBNAGAR","pulses(blackgram,greengram,redgram,bengalgram,horsegram)","AGRICULTURE",104,"v2",1
"530","MAHBUBNAGAR","ground nut","AGRICULTURE",105,"v2",1
"537","MAHBUBNAGAR","vegetable(tomato,brinjal,onion,okra,chilli,bittergourd,sorakaya(type of brinjal),keera,beera(type of bitter gourd),potato,fenugreek,spinach and coriander)","AGRICULTURE",112,"v2",1
"539","MAHBUBNAGAR","sapota (type of apple)","TREE BASED LIVELIHOOD",202,"v2",1
"541","MAHBUBNAGAR","custerd apple","TREE BASED LIVELIHOOD",204,"v2",1
"542","MAHBUBNAGAR","pomergranate","TREE BASED LIVELIHOOD",205,"v2",1
"543","MAHBUBNAGAR","mango orchard  (owner)","TREE BASED LIVELIHOOD",206,"v2",1
"544","MAHBUBNAGAR","lemon","TREE BASED LIVELIHOOD",207,"v2",1
"546","MAHBUBNAGAR","goat for meat","SHEEP/GOAT REARING",301,"v2",1
"547","MAHBUBNAGAR","sheep for meat","SHEEP/GOAT REARING",302,"v2",1
"550","MAHBUBNAGAR","hen for meat","OTHER LIVESTOCKS",501,"v2",1
"551","MAHBUBNAGAR","bullocks for agriculture","OTHER LIVESTOCKS",502,"v2",1
"560","MAHBUBNAGAR","private transport business(auto,tractor,lorry(owner))","TRADE/BUSINESS/SERVICES",805,"v2",1
"563","MAHBUBNAGAR","fire wood","NTFP COLLECTION",901,"v2",1
"564","MAHBUBNAGAR","govt.salaried job(teacher,police(s.i),conistable,village revenue officer,vatenary doctor,home guard,bank manager,sarpanch)","SALARIED JOB",1001,"v2",1
"565","MAHBUBNAGAR","private salaried job(watchman,teacher,mechanic worker,sales man)","SALARIED JOB",1002,"v2",1
"569","MAHBUBNAGAR","social secretary pension(old age pension,widow pension,disabled penson)","PENSION / REMITTANCES",1101,"v2",1
"570","MAHBUBNAGAR","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v2",1
"571","MAHBUBNAGAR","local skilled labor(centering worker,mistri,carpenter,welder)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"v2",1
"572","MAHBUBNAGAR","local unskilled labor(construction labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v2",1
"574","MAHBUBNAGAR","migratory skilled labor(mistri, dry cleanerwork in mumbai city)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1302,"v2",1
"577","MALKANGIRI","Paddy","AGRICULTURE",102,"v2",1
"578","MALKANGIRI","Ragi(millet)","AGRICULTURE",103,"v2",1
"579","MALKANGIRI","sua(fox tail millet)","AGRICULTURE",104,"v2",1
"580","MALKANGIRI","Alsi","AGRICULTURE",105,"v2",1
"581","MALKANGIRI","Vegetable(Ash gourd, banglore baigano,beans,bitter gourd,bottle gourd,brinjal,butter beans,cabbage,cauliflower,chillies,dhonia,drumsticks,evy gourd,garlic,ginger,kidney beans,lady's finger,pumpkin,raddish,ridge gourd,snake gourd,kohlrabi,spinach,sweet root,tomato , tumeric)","AGRICULTURE",106,"v2",1
"582","MALKANGIRI","pulses (black gram,boroboti,dongor rani, green gram, horse gram, jhudungo, pigeon pea)","AGRICULTURE",107,"v2",1
"583","MALKANGIRI","mustard","AGRICULTURE",108,"v2",1
"585","MALKANGIRI","onion","AGRICULTURE",110,"v2",1
"586","MALKANGIRI","potato","AGRICULTURE",111,"v2",1
"587","MALKANGIRI","seasame","AGRICULTURE",112,"v2",1
"589","MALKANGIRI","Sweet corn","AGRICULTURE",114,"v2",1
"590","MALKANGIRI","banana","TREE BASED LIVELIHOOD",201,"v2",1
"591","MALKANGIRI","papaya","TREE BASED LIVELIHOOD",202,"v2",1
"593","MALKANGIRI","mango","TREE BASED LIVELIHOOD",204,"v2",1
"594","MALKANGIRI","Tamarind","TREE BASED LIVELIHOOD",205,"v2",1
"596","MALKANGIRI","Goat for meat","SHEEP/GOAT REARING",301,"v2",1
"598","MALKANGIRI","Buffalo for agriculture","OTHER LIVESTOCKS",501,"v2",1
"599","MALKANGIRI","Bullocks for agriculture","OTHER LIVESTOCKS",502,"v2",1
"600","MALKANGIRI","Cow for agriculture","OTHER LIVESTOCKS",503,"v2",1
"602","MALKANGIRI","pig for meat","OTHER LIVESTOCKS",505,"v2",1
"603","MALKANGIRI","hen for meat","OTHER LIVESTOCKS",506,"v2",1
"605","MALKANGIRI","sale of wild fish(chigudi,kalipati,kapdu,moya)","FISHING/AQUACULTURE",601,"v2",1
"606","MALKANGIRI","sale of cultivated fish(american carp,grass carp,silver carp,telapia)","FISHING/AQUACULTURE",602,"v2",1
"607","MALKANGIRI","chauli, landa, pandam(local drink)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v2",1
"610","MALKANGIRI","mahua(local drink)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",704,"v2",1
"612","MALKANGIRI","Solopo(local drink)","TRADE/BUSINESS/SERVICES",801,"v2",1
"625","MALKANGIRI","wild cashew","NTFP COLLECTION",901,"v2",1
"633","MALKANGIRI","Tendu leaf","NTFP COLLECTION",909,"v2",1
"634","MALKANGIRI","mushroom","NTFP COLLECTION",910,"v2",1
"635","MALKANGIRI","mahua fruit from forest","NTFP COLLECTION",911,"v2",1
"639","MALKANGIRI","social security pension(disabled pension, old age pension, widow pension)","PENSION / REMITTANCES",1101,"v2",1
"640","MALKANGIRI","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v2",1
"641","MALKANGIRI","local skilled labor(carpenter, blacksmith,pottery,mistri,driver, painter,)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"v2",1
"642","MALKANGIRI","local unskilled labor(construction labor,nrega labor,plumber)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v2",1
"645","MALKANGIRI","migratory unkilled labor(construction labor, labor in factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v2",1
"647","PALAMU","Paddy","AGRICULTURE",102,"v2",1
"648","PALAMU","Wheat","AGRICULTURE",103,"v2",1
"649","PALAMU","Barley ","AGRICULTURE",104,"v2",1
"652","PALAMU","Pulses(Gram,Masuri,Tur,Kurthi,Khesari)","AGRICULTURE",107,"v2",1
"655","PALAMU","Millet","AGRICULTURE",110,"v2",1
"656","PALAMU","mustard","AGRICULTURE",111,"v2",1
"658","PALAMU","sesame","AGRICULTURE",113,"v2",1
"659","PALAMU","Tisi","AGRICULTURE",114,"v2",1
"662","PALAMU","Mahua fruit (private sources)","TREE BASED LIVELIHOOD",203,"v2",1
"664","PALAMU","Goat ","SHEEP/GOAT REARING",301,"v2",1
"665","PALAMU","Dairy cattle(Buffalo milk,Cow Milk)","DAIRY CATTLE",401,"v2",1
"668","PALAMU","Buffalo ","OTHER LIVESTOCKS",503,"v2",1
"669","PALAMU","Bullock  ","OTHER LIVESTOCKS",504,"v2",1
"671","PALAMU","Hen ","OTHER LIVESTOCKS",506,"v2",1
"672","PALAMU","Pig ","OTHER LIVESTOCKS",507,"v2",1
"680","PALAMU","Bullocks rented for agriculture","TRADE/BUSINESS/SERVICES",802,"v2",1
"681","PALAMU","Perishable goods(Chicken shop, Fish Trader )","TRADE/BUSINESS/SERVICES",803,"v2",1
"685","PALAMU","Consumer goods(grocery store )","TRADE/BUSINESS/SERVICES",807,"v2",1
"690","PALAMU","PDS dealer","TRADE/BUSINESS/SERVICES",812,"v2",1
"699","PALAMU"," Fire Wood ","NTFP COLLECTION",905,"v2",1
"700","PALAMU","Tendu leaves","NTFP COLLECTION",906,"v2",1
"704","PALAMU","Private salaried Job(Driver ,Civil  engineer)","SALARIED JOB",1002,"v2",1
"706","PALAMU","Social secruty Pension(disabled pension,old age Pension,Widow Pension )","PENSION / REMITTANCES",1101,"v2",1
"708","PALAMU","local skilled labor (barhi,mistri, rajmistri,sculpture)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"v2",1
"709","PALAMU","local unskilled labor (stone works, soil related labor,NREGA )","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v2",1
"712","PALAMU","migratory unskilled labor(building construction, bridge construction, works in cressor) ","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v2",1
"713","BANKURA","Potato","AGRICULTURE",107,"v2",1
"714","BANKURA","Khasla (oil seed)","AGRICULTURE",108,"v2",1
"715","BANKURA","Tisi (oil seed)","AGRICULTURE",109,"v2",1
"716","BANKURA","Onion","AGRICULTURE",110,"v2",1
"722","BANKURA","Sheep ","SHEEP/GOAT REARING",301,"v2",1
"723","BANKURA","Goat ","SHEEP/GOAT REARING",302,"v2",1
"725","BANKURA","Bullock ","OTHER LIVESTOCKS",501,"v2",1
"727","BANKURA","Duck (Egg and meat)","OTHER LIVESTOCKS",503,"v2",1
"728","BANKURA","Hen (Egg and meat)","OTHER LIVESTOCKS",504,"v2",1
"730","BANKURA","cow","OTHER LIVESTOCKS",506,"v2",1
"731","BANKURA","sale of wild fish","FISHING/AQUACULTURE",601,"v2",1
"732","BANKURA","sale of cultivated fish","FISHING/AQUACULTURE",602,"v2",1
"733","BANKURA","Mat (made from leaves of date tree)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v2",1
"741","BANKURA","sale of kerosene (from PDS)","TRADE/BUSINESS/SERVICES",805,"v2",1
"743","BANKURA","Consumer goods (grocery shop,Medicine shop,Dashakarma shop[idols,dieties],Garment shop,shoes shop,Stationary shop,variety shop,Hardware shop,cement & rod shop,fertilizer shop,Tin,Asbestor,  )","TRADE/BUSINESS/SERVICES",807,"v2",1
"762","BANKURA","Social security pension (oldage,widow)","PENSION / REMITTANCES",1101,"v2",1
"763","BANKURA","local agriculture labour (Harvesting & Sowing)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v2",1
"765","BANKURA","local unskilled labor(NREGA,Roof maker,Helper)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v2",1
"766","BANKURA","migratory agriculture labor(sowing and harvesting of paddy)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"v2",1
"768","BANKURA","migratory unskilled labor(labor for soil works,road/bridge/building construction,stone chipping, labor in hotel, worker in wholesale shop,labor in mill,helper with truck/bus,power plant,R.N factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v2",1
"771","KACHCHH"," Sesame ","AGRICULTURE",103,"v3",1
"772","KACHCHH","Pulses (Mug, Math)","AGRICULTURE",104,"v3",1
"773","KACHCHH"," Sovin","AGRICULTURE",105,"v3",1
"775","KACHCHH"," Castor","AGRICULTURE",107,"v3",1
"776","KACHCHH"," Groundnut","AGRICULTURE",108,"v3",1
"777","KACHCHH"," Bajra(Millet)","AGRICULTURE",109,"v3",1
"786","KACHCHH","Sheep","SHEEP/GOAT REARING",301,"v3",1
"787","KACHCHH","Goat","SHEEP/GOAT REARING",302,"v3",1
"788","KACHCHH","milk from cow","DAIRY CATTLE",401,"v3",1
"789","KACHCHH","milk from buffalo","DAIRY CATTLE",402,"v3",1
"793","KACHCHH","Perishable goods(Tea shop)","TRADE/BUSINESS/SERVICES",801,"v3",1
"804","KACHCHH","Private salaried job (salt factory,cement factory,shop, NGO, Pvt commpany, driver ","SALARIED JOB",1001,"v3",1
"805","KACHCHH","Govt salaried job ( police,pwd,teacher,postman,aganvadiworker,aganvadi helper,elec tric board,state transport,b s f,Railway Police,Coast guard,Indian Army)","SALARIED JOB",1002,"v3",1
"806","KACHCHH","Govt/Pvt retirement pension ","SALARIED JOB",1003,"v3",1
"807","KACHCHH","social security pension (Window pension)","PENSION / REMITTANCES",1101,"v3",1
"808","KACHCHH","local Agriculture Labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v3",1
"810","KACHCHH","local unskilled labor  (factory, indian air force,company)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v3",1
"813","KACHCHH","migratory unskilled labor (factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v3",1
"814","DEVAS"," paddy ","AGRICULTURE",101,"v3",1
"815","DEVAS","Wheat","AGRICULTURE",102,"v3",1
"816","DEVAS","pluses( Chawla,Urad,Moong)","AGRICULTURE",103,"v3",1
"817","DEVAS","Tilli","AGRICULTURE",104,"v3",1
"818","DEVAS","groundnut","AGRICULTURE",105,"v3",1
"819","DEVAS","chillies","AGRICULTURE",106,"v3",1
"820","DEVAS","jowar","AGRICULTURE",107,"v3",1
"821","DEVAS","maize","AGRICULTURE",108,"v3",1
"822","DEVAS","cotton","AGRICULTURE",109,"v3",1
"823","DEVAS","Soyabean","AGRICULTURE",110,"v3",1
"824","DEVAS","onion","AGRICULTURE",111,"v3",1
"826","DEVAS","vegetable sale(garlic,gobi,batla,bitter gourd,balr,coriander,gawarfali,tumadi,chavlafali,fenugreek,raddish,carrot,spinach,tomato,surjnafali,giki,okra)","AGRICULTURE",113,"v3",1
"827","DEVAS"," goat ","SHEEP/GOAT REARING",301,"v3",1
"828","DEVAS","goat (for meat)","SHEEP/GOAT REARING",302,"v3",1
"829","DEVAS","Dairy milk (from cow and buffalo) ","DAIRY CATTLE",401,"v3",1
"830","DEVAS","hen ","OTHER LIVESTOCKS",501,"v3",1
"831","DEVAS","bullocks","OTHER LIVESTOCKS",502,"v3",1
"834","DEVAS","bamboo products (tokani and tat)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v3",1
"835","DEVAS","Jhadu banana(broom making)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",702,"v3",1
"836","DEVAS","Mahua (liquor)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",703,"v3",1
"840","DEVAS","Gobar khad (sale of cowdung )","HOME PRODUCTION(SMALL-SCALE PROCESSING)",707,"v3",1
"841","DEVAS","Consumer goods (grocery store,flour mill)","TRADE/BUSINESS/SERVICES",801,"v3",1
"843","DEVAS","Kamkaji Lakadi (sale of small timber)","TRADE/BUSINESS/SERVICES",803,"v3",1
"844","DEVAS","construction contractor","TRADE/BUSINESS/SERVICES",804,"v3",1
"848","DEVAS","Charoli","NTFP COLLECTION",901,"v3",1
"849","DEVAS","Deek(seeds from forest)","NTFP COLLECTION",902,"v3",1
"851","DEVAS","Mahua fruit","NTFP COLLECTION",904,"v3",1
"852","DEVAS","Government Salaried job(Choukidar,Aanganwadi Teacher,Forest Guard,M.P. police,School Teacher,Army,Patwari ","SALARIED JOB",1001,"v3",1
"853","DEVAS","Private salaried job(doctor, truck driver)","SALARIED JOB",1002,"v3",1
"855","DEVAS","Social Security Pension(widow pension,old age pension)","PENSION / REMITTANCES",1101,"v3",1
"856","DEVAS","local agricultural labor (Hal chalana, bakhakhar chalana, kud-kachra saaf karna, buwai karna, nindai karna, dore chalana, dawai chhidkaw,pani chalana,faslo ki katai,kapas ki bunai, udhara(group agri labor))","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v3",1
"857","DEVAS","Bandhua mazdoor(bonded labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"v3",1
"858","DEVAS","local unskilled labor(saja-munafa,podha ropan, med bandi,Tendu-Patta)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v3",1
"859","DEVAS","local skilled labor(  carpenter,mistri, woodcutter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1204,"v3",1
"862","DEVAS","migratory unskilled labor (labor in company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v3",1
"863","KHANDWA"," Jowar","AGRICULTURE",101,"v3",1
"864","KHANDWA","Maize","AGRICULTURE",102,"v3",1
"865","KHANDWA"," Paddy ","AGRICULTURE",103,"v3",1
"866","KHANDWA"," Wheat ","AGRICULTURE",104,"v3",1
"867","KHANDWA"," Pulses ( Chana,Chawala, Masoor, Mung,Tuwar, Urad)","AGRICULTURE",105,"v3",1
"868","KHANDWA"," vegetable(ballar, brinjal, okra,giki,pumpkin,fenugreek,spinach,tomato,chillies,bottlegourd,raddish,carrot)","AGRICULTURE",106,"v3",1
"869","KHANDWA"," Cotton","AGRICULTURE",107,"v3",1
"870","KHANDWA"," Mugfali","AGRICULTURE",108,"v3",1
"871","KHANDWA"," Soyabean ","AGRICULTURE",109,"v3",1
"872","KHANDWA","Sugarcane","AGRICULTURE",110,"v3",1
"875","KHANDWA"," Mahuwa flower","TREE BASED LIVELIHOOD",202,"v3",1
"876","KHANDWA"," goat","SHEEP/GOAT REARING",301,"v3",1
"877","KHANDWA","Dairy (cow milk,buffalo milk)","DAIRY CATTLE",401,"v3",1
"878","KHANDWA"," bullocks","OTHER LIVESTOCKS",501,"v3",1
"879","KHANDWA"," hen","OTHER LIVESTOCKS",502,"v3",1
"882","KHANDWA","mahua liquor","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v3",1
"884","KHANDWA","Consumer goods (cloth shop,flourmill,grocery store(kirana shop),fertilizer shop  ,multi hardware shop,medical shop,pesticide shop,xerox shop,electronic shop, petrol pump)","TRADE/BUSINESS/SERVICES",801,"v3",1
"885","KHANDWA","Charwaha(shepherd)","TRADE/BUSINESS/SERVICES",802,"v3",1
"888","KHANDWA","stitching ","TRADE/BUSINESS/SERVICES",805,"v3",1
"900","KHANDWA","Government Salaried job(ASHA worker,Rojgar Sahayak,Post men, Police (Constable ),Teacher ( primary School,middle school,secondary school),Panchayat Sachiv,Army personnel,Forest Guard,Aganwadi Worker,peon in collectorate, siksha karmi,Govt . Peon,govt water supplyer,Peon  in Govt . Agriculture  dept)","SALARIED JOB",1001,"v3",1
"901","KHANDWA","Private salaried job (Bus Conductor ,Development officer in NGO,Paraworker,private school teacher,driver )","SALARIED JOB",1002,"v3",1
"902","KHANDWA","Govt./Private retirement pension ","SALARIED JOB",1003,"v3",1
"903","KHANDWA","social securty pension (Handicap, widow, Old age ) ","PENSION / REMITTANCES",1101,"v3",1
"904","KHANDWA","local agriculture labor (sugarcane,soyabean and wheat harvesting)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v3",1
"906","KHANDWA","local unskilled labor (NREGA labor,labor for collecting tendu leaves)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v3",1
"907","KHANDWA","migration for agriculture labor( wheat,soyabean and sugarcane harvesting)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"v3",1
"909","KHANDWA","migration for unskilled labor(construction site,Labor in private Company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v3",1
"910","MAHBUBNAGAR","rice ","AGRICULTURE",101,"v3",1
"911","MAHBUBNAGAR","sorghum","AGRICULTURE",102,"v3",1
"913","MAHBUBNAGAR","pulses(blackgram,greengram,redgram,bengalgram,horsegram)","AGRICULTURE",104,"v3",1
"914","MAHBUBNAGAR","ground nut","AGRICULTURE",105,"v3",1
"917","MAHBUBNAGAR","sesame ","AGRICULTURE",108,"v3",1
"919","MAHBUBNAGAR","sajja(type of sorghum)","AGRICULTURE",110,"v3",1
"921","MAHBUBNAGAR","vegetable(tomato,brinjal,onion,okra,chilli,bittergourd,sorakaya(type of brinjal),keera,beera(type of bitter gourd),potato,fenugreek,spinach and coriander)","AGRICULTURE",112,"v3",1
"922","MAHBUBNAGAR","guava","TREE BASED LIVELIHOOD",201,"v3",1
"928","MAHBUBNAGAR","lemon","TREE BASED LIVELIHOOD",207,"v3",1
"929","MAHBUBNAGAR","nalla neredu (type of strawberry)","TREE BASED LIVELIHOOD",208,"v3",1
"930","MAHBUBNAGAR","goat for meat","SHEEP/GOAT REARING",301,"v3",1
"931","MAHBUBNAGAR","sheep for meat","SHEEP/GOAT REARING",302,"v3",1
"932","MAHBUBNAGAR","cow for milk","DAIRY CATTLE",401,"v3",1
"933","MAHBUBNAGAR","bullocks","DAIRY CATTLE",402,"v3",1
"934","MAHBUBNAGAR","hen for meat","OTHER LIVESTOCKS",501,"v3",1
"935","MAHBUBNAGAR","bullocks for agriculture","OTHER LIVESTOCKS",502,"v3",1
"937","MAHBUBNAGAR","sale of cultivated fish(kora matta(slivercrap),kamshali,jellalu(rohi),botchallu(catla),royallu,rohathlu(grass craph)","FISHING/AQUACULTURE",602,"v3",1
"938","MAHBUBNAGAR","kallu(local drink)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v3",1
"939","MAHBUBNAGAR","making of pots","HOME PRODUCTION(SMALL-SCALE PROCESSING)",702,"v3",1
"940","MAHBUBNAGAR","consumer goods(stationary shop,cloth shop,selling fertilizer,grocery shop)","TRADE/BUSINESS/SERVICES",801,"v3",1
"941","MAHBUBNAGAR","perhisable goods(mutton shop,chicken shop,tea shop,jewellary)","TRADE/BUSINESS/SERVICES",802,"v3",1
"942","MAHBUBNAGAR","mechannical business(cycle repair shop,motor cycle repair shop)  ","TRADE/BUSINESS/SERVICES",803,"v3",1
"944","MAHBUBNAGAR","private transport business(auto,tractor,lorry(owner))","TRADE/BUSINESS/SERVICES",805,"v3",1
"945","MAHBUBNAGAR","mobile shop(recharge & repair)","TRADE/BUSINESS/SERVICES",806,"v3",1
"947","MAHBUBNAGAR","fire wood","NTFP COLLECTION",901,"v3",1
"948","MAHBUBNAGAR","govt.salaried job(teacher,police(s.i),conistable,village revenue officer,vatenary doctor,home guard,bank manager,sarpanch)","SALARIED JOB",1001,"v3",1
"949","MAHBUBNAGAR","private salaried job(watchman,teacher,mechanic worker,sales man)","SALARIED JOB",1002,"v3",1
"953","MAHBUBNAGAR","social secretary pension(old age pension,widow pension,disabled penson)","PENSION / REMITTANCES",1101,"v3",1
"954","MAHBUBNAGAR","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v3",1
"956","MAHBUBNAGAR","local unskilled labor(construction labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v3",1
"958","MAHBUBNAGAR","migratory skilled labor(mistri, dry cleanerwork in mumbai city)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1302,"v3",1
"961","MALKANGIRI","Paddy","AGRICULTURE",102,"v3",1
"962","MALKANGIRI","Ragi(millet)","AGRICULTURE",103,"v3",1
"964","MALKANGIRI","Alsi","AGRICULTURE",105,"v3",1
"965","MALKANGIRI","Vegetable(Ash gourd, banglore baigano,beans,bitter gourd,bottle gourd,brinjal,butter beans,cabbage,cauliflower,chillies,dhonia,drumsticks,evy gourd,garlic,ginger,kidney beans,lady's finger,pumpkin,raddish,ridge gourd,snake gourd,kohlrabi,spinach,sweet root,tomato , tumeric)","AGRICULTURE",106,"v3",1
"966","MALKANGIRI","pulses (black gram,boroboti,dongor rani, green gram, horse gram, jhudungo, pigeon pea)","AGRICULTURE",107,"v3",1
"968","MALKANGIRI","Ground nut","AGRICULTURE",109,"v3",1
"971","MALKANGIRI","seasame","AGRICULTURE",112,"v3",1
"977","MALKANGIRI","mango","TREE BASED LIVELIHOOD",204,"v3",1
"978","MALKANGIRI","Tamarind","TREE BASED LIVELIHOOD",205,"v3",1
"980","MALKANGIRI","Goat for meat","SHEEP/GOAT REARING",301,"v3",1
"981","MALKANGIRI","Sheep for meat","SHEEP/GOAT REARING",302,"v3",1
"982","MALKANGIRI","Buffalo for agriculture","OTHER LIVESTOCKS",501,"v3",1
"983","MALKANGIRI","Bullocks for agriculture","OTHER LIVESTOCKS",502,"v3",1
"984","MALKANGIRI","Cow for agriculture","OTHER LIVESTOCKS",503,"v3",1
"985","MALKANGIRI","Duck for meat","OTHER LIVESTOCKS",504,"v3",1
"987","MALKANGIRI","hen for meat","OTHER LIVESTOCKS",506,"v3",1
"989","MALKANGIRI","sale of wild fish(chigudi,kalipati,kapdu,moya)","FISHING/AQUACULTURE",601,"v3",1
